State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,
Arizona,2/20/2021,"4,108",2/13/2021,"64,813","2,880,711",2.25,
Arizona,2/27/2021,"4,091",2/20/2021,"62,964","2,880,711",2.19,
Arizona,3/6/2021,"4,244",2/27/2021,"60,271","2,880,711",2.09,
Arizona,3/13/2021,"5,220",3/6/2021,"46,404","2,880,711",1.61,
Arizona,3/20/2021,"4,822",3/13/2021,"48,150","2,880,711",1.67,
Arizona,3/27/2021,"5,373",3/20/2021,"47,675","2,880,711",1.65,
Arizona,4/3/2021,"5,177",3/27/2021,"49,810","2,880,711",1.73,
Arizona,4/10/2021,"6,202",4/3/2021,"49,853","2,846,903",1.75,
Arizona,4/17/2021,"6,308",4/10/2021,"51,376","2,846,903",1.8,
Arizona,4/24/2021,"7,673",4/17/2021,"51,837","2,846,903",1.82,
Arizona,5/1/2021,"7,267",4/24/2021,"54,641","2,846,903",1.92,
Arizona,5/8/2021,"5,959",5/1/2021,"55,156","2,846,903",1.94,
Arizona,5/15/2021,"5,378",5/8/2021,"55,921","2,846,903",1.96,
Arizona,5/22/2021,"4,818",5/15/2021,"54,556","2,846,903",1.92,
Arizona,5/29/2021,"4,375",5/22/2021,"54,743","2,846,903",1.92,
Arizona,6/5/2021,"3,997",5/29/2021,"46,538","2,846,903",1.63,
Arizona,6/12/2021,"3,952",6/5/2021,"47,132","2,846,903",1.66,
Arizona,6/19/2021,"3,554",6/12/2021,"46,159","2,846,903",1.62,
Arizona,6/26/2021,"3,656",6/19/2021,"44,689","2,846,903",1.57,
Arizona,7/3/2021,"3,804",6/26/2021,"43,825","2,846,903",1.54,
Arizona,7/10/2021,"3,829",7/3/2021,"42,425","2,846,903",1.49,
Arizona,7/17/2021,"3,578",7/10/2021,"42,197","2,846,903",1.48,
Arizona,7/24/2021,"3,301",7/17/2021,"41,428","2,846,903",1.46,
Arizona,7/31/2021,"3,153",7/24/2021,"39,919","2,846,903",1.4,
Arizona,8/7/2021,"3,172",7/31/2021,"38,434","2,846,903",1.35,
Arizona,8/14/2021,"2,871",8/7/2021,"36,247","2,846,903",1.27,
Arizona,8/21/2021,"3,019",8/14/2021,"35,753","2,846,903",1.26,
Arizona,8/28/2021,"2,957",8/21/2021,"34,255","2,846,903",1.2,
Arizona,9/4/2021,"2,759",8/28/2021,"32,902","2,846,903",1.16,
Arizona,9/11/2021,"6,498",9/4/2021,"28,519","2,846,903",1,
Arizona,9/18/2021,"8,280",9/11/2021,"28,780","2,846,903",1.01,
Arizona,9/25/2021,"4,039",9/18/2021,"26,371","2,846,903",0.93,
Arizona,10/2/2021,"3,276",9/25/2021,"24,250","2,846,903",0.85,
Arizona,10/9/2021,"3,799",10/2/2021,"22,829","2,846,903",0.8,
Arizona,10/16/2021,"3,005",10/9/2021,"20,409","2,846,903",0.72,
Arizona,10/23/2021,"2,845",10/16/2021,"19,846","2,846,903",0.7,
Arizona,10/30/2021,"2,714",10/23/2021,"18,835","2,846,903",0.66,
Arizona,11/6/2021,"2,748",10/30/2021,"18,870","2,846,903",0.66,
California,1/4/2020,"36,720",12/28/2019,"359,606","17,203,829",2.09,
California,1/11/2020,"51,993",1/4/2020,"356,376","17,265,039",2.06,
California,1/18/2020,"64,858",1/11/2020,"376,947","17,265,039",2.18,
California,1/25/2020,"45,596",1/18/2020,"336,269","17,265,039",1.95,
California,2/1/2020,"43,458",1/25/2020,"388,341","17,265,039",2.25,
California,2/8/2020,"40,392",2/1/2020,"359,156","17,265,039",2.08,
California,2/15/2020,"43,445",2/8/2020,"375,305","17,265,039",2.17,
California,2/22/2020,"34,979",2/15/2020,"349,252","17,265,039",2.02,
California,2/29/2020,"41,678",2/22/2020,"369,988","17,265,039",2.14,
California,3/7/2020,"43,385",2/29/2020,"378,864","17,265,039",2.19,
California,3/14/2020,"57,606",3/7/2020,"351,344","17,265,039",2.04,
California,3/21/2020,"186,333",3/14/2020,"421,912","17,265,039",2.44,
California,3/28/2020,"1,058,325",3/21/2020,"400,565","17,265,039",2.32,
California,4/4/2020,"918,814",3/28/2020,"1,076,761","17,265,039",6.24,
California,4/11/2020,"655,472",4/4/2020,"1,429,954","17,330,010",8.25,
California,4/18/2020,"528,360",4/11/2020,"2,422,458","17,330,010",13.98,
California,4/25/2020,"325,343",4/18/2020,"1,887,575","17,330,010",10.89,
California,5/2/2020,"316,257",4/25/2020,"4,808,361","17,330,010",27.75,
California,5/9/2020,"212,667",5/2/2020,"2,850,204","17,330,010",16.45,
California,5/16/2020,"244,431",5/9/2020,"3,565,153","17,330,010",20.57,
California,5/23/2020,"203,262",5/16/2020,"2,155,310","17,330,010",12.44,
California,5/30/2020,"228,634",5/23/2020,"2,752,401","17,330,010",15.88,
California,6/6/2020,"255,836",5/30/2020,"2,812,484","17,330,010",16.23,
California,6/13/2020,"241,424",6/6/2020,"3,001,413","17,330,010",17.32,
California,6/20/2020,"284,494",6/13/2020,"2,779,425","17,330,010",16.04,
California,6/27/2020,"277,362",6/20/2020,"2,901,601","17,330,010",16.74,
California,7/4/2020,"264,791",6/27/2020,"2,758,474","17,330,010",15.92,
California,7/11/2020,"284,914",7/4/2020,"2,946,807","17,396,834",16.94,
California,7/18/2020,"289,594",7/11/2020,"2,704,904","17,396,834",15.55,
California,7/25/2020,"244,653",7/18/2020,"3,140,619","17,396,834",18.05,
California,8/1/2020,"222,043",7/25/2020,"2,789,482","17,396,834",16.03,
California,8/8/2020,"202,509",8/1/2020,"2,961,188","17,396,834",17.02,
California,8/15/2020,"190,354",8/8/2020,"2,806,840","17,396,834",16.13,
California,8/22/2020,"196,916",8/15/2020,"2,837,991","17,396,834",16.31,
California,8/29/2020,"219,563",8/22/2020,"2,570,005","17,396,834",14.77,
California,9/5/2020,"243,404",8/29/2020,"3,012,587","17,396,834",17.32,
California,9/12/2020,"226,004",9/5/2020,"2,724,331","17,396,834",15.66,
California,9/19/2020,"226,179",9/12/2020,"2,802,145","17,396,834",16.11,
California,9/26/2020,"171,220",9/19/2020,"2,274,592","17,396,834",13.07,
California,10/3/2020,"148,213",9/26/2020,"2,212,779","17,396,834",12.72,
California,10/10/2020,"176,083",10/3/2020,"2,011,273","17,473,068",11.51,
California,10/17/2020,"159,876",10/10/2020,"1,836,240","17,473,068",10.51,
California,10/24/2020,"152,176",10/17/2020,"1,653,245","17,473,068",9.46,
California,10/31/2020,"152,480",10/24/2020,"1,561,263","17,473,068",8.94,
California,11/7/2020,"157,773",10/31/2020,"1,446,336","17,473,068",8.28,
California,11/14/2020,"158,825",11/7/2020,"1,388,837","17,473,068",7.95,
California,11/21/2020,"168,186",11/14/2020,"1,277,409","17,473,068",7.31,
California,11/28/2020,"130,383",11/21/2020,"1,103,423","17,473,068",6.31,
California,12/5/2020,"178,724",11/28/2020,"1,224,826","17,473,068",7.01,
California,12/12/2020,"204,388",12/5/2020,"1,159,688","17,473,068",6.64,
California,12/19/2020,"158,661",12/12/2020,"1,006,699","17,473,068",5.76,
California,12/26/2020,"168,732",12/19/2020,"1,048,514","17,473,068",6,
California,1/2/2021,"160,989",12/26/2020,"876,615","17,473,068",5.02,
California,1/9/2021,"182,625",1/2/2021,"973,908","16,937,325",5.75,
California,1/16/2021,"117,242",1/9/2021,"894,354","16,937,325",5.28,
California,1/23/2021,"58,226",1/16/2021,"816,618","16,937,325",4.82,
California,1/30/2021,"109,251",1/23/2021,"778,456","16,937,325",4.6,
California,2/6/2021,"137,939",1/30/2021,"771,537","16,937,325",4.56,
California,2/13/2021,"139,603",2/6/2021,"728,794","16,937,325",4.3,
California,2/20/2021,"90,465",2/13/2021,"792,120","16,937,325",4.68,
California,2/27/2021,"88,978",2/20/2021,"765,925","16,937,325",4.52,
California,3/6/2021,"106,771",2/27/2021,"705,063","16,937,325",4.16,
California,3/13/2021,"109,327",3/6/2021,"679,163","16,937,325",4.01,
California,3/20/2021,"95,996",3/13/2021,"679,785","16,937,325",4.01,
California,3/27/2021,"106,404",3/20/2021,"633,592","16,937,325",3.74,
California,4/3/2021,"81,373",3/27/2021,"630,126","16,937,325",3.72,
California,4/10/2021,"69,458",4/3/2021,"603,980","16,483,973",3.66,
California,4/17/2021,"72,875",4/10/2021,"573,254","16,483,973",3.48,
California,4/24/2021,"78,606",4/17/2021,"581,508","16,483,973",3.53,
California,5/1/2021,"70,760",4/24/2021,"583,538","16,483,973",3.54,
California,5/8/2021,"69,927",5/1/2021,"590,542","16,483,973",3.58,
California,5/15/2021,"70,282",5/8/2021,"635,780","16,483,973",3.86,
California,5/22/2021,"71,055",5/15/2021,"572,296","16,483,973",3.47,
California,5/29/2021,"72,003",5/22/2021,"667,181","16,483,973",4.05,
California,6/5/2021,"52,883",5/29/2021,"597,076","16,483,973",3.62,
California,6/12/2021,"68,014",6/5/2021,"647,739","16,483,973",3.93,
California,6/19/2021,"63,902",6/12/2021,"595,705","16,483,973",3.61,
California,6/26/2021,"56,259",6/19/2021,"653,867","16,483,973",3.97,
California,7/3/2021,"58,847",6/26/2021,"594,334","16,483,973",3.61,
California,7/10/2021,"56,925",7/3/2021,"617,944","16,127,362",3.83,
California,7/17/2021,"56,481",7/10/2021,"716,486","16,127,362",4.44,
California,7/24/2021,"64,491",7/17/2021,"833,426","16,127,362",5.17,
California,7/31/2021,"62,209",7/24/2021,"565,253","16,127,362",3.5,
California,8/7/2021,"65,476",7/31/2021,"609,094","16,127,362",3.78,
California,8/14/2021,"64,714",8/7/2021,"555,967","16,127,362",3.45,
California,8/21/2021,"63,346",8/14/2021,"637,805","16,127,362",3.95,
California,8/28/2021,"56,337",8/21/2021,"546,610","16,127,362",3.39,
California,9/4/2021,"57,546",8/28/2021,"590,228","16,127,362",3.66,
California,9/11/2021,"51,596",9/4/2021,"492,694","16,127,362",3.06,
California,9/18/2021,"68,814",9/11/2021,"541,670","16,127,362",3.36,
California,9/25/2021,"78,721",9/18/2021,"492,804","16,127,362",3.06,
California,10/2/2021,"63,988",9/25/2021,"535,080","16,127,362",3.32,
California,10/9/2021,"63,137",10/2/2021,"514,464","15,800,899",3.26,
California,10/16/2021,"72,885",10/9/2021,"504,437","15,800,899",3.19,
California,10/23/2021,"59,747",10/16/2021,"461,609","15,800,899",2.92,
California,10/30/2021,"59,255",10/23/2021,"450,232","15,800,899",2.85,
California,11/6/2021,"55,033",10/30/2021,"481,520","15,800,899",3.05,
Colorado,1/4/2020,"2,431",12/28/2019,"21,391","2,635,231",0.81,
Colorado,1/11/2020,"3,001",1/4/2020,"21,492","2,650,335",0.81,
Colorado,1/18/2020,"2,522",1/11/2020,"21,104","2,650,335",0.8,
Colorado,1/25/2020,"2,164",1/18/2020,"22,738","2,650,335",0.86,
Colorado,2/1/2020,"2,049",1/25/2020,"21,560","2,650,335",0.81,
Colorado,2/8/2020,"2,482",2/1/2020,"22,881","2,650,335",0.86,
Colorado,2/15/2020,"2,209",2/8/2020,"22,076","2,650,335",0.83,
Colorado,2/22/2020,"1,862",2/15/2020,"23,694","2,650,335",0.89,
Colorado,2/29/2020,"1,681",2/22/2020,"22,409","2,650,335",0.85,
Colorado,3/7/2020,"1,865",2/29/2020,"22,908","2,650,335",0.86,
Colorado,3/14/2020,"2,321",3/7/2020,"21,260","2,650,335",0.8,
Colorado,3/21/2020,"19,774",3/14/2020,"21,309","2,650,335",0.8,
Colorado,3/28/2020,"61,838",3/21/2020,"21,956","2,650,335",0.83,
Colorado,4/4/2020,"46,326",3/28/2020,"73,584","2,650,335",2.78,
Colorado,4/11/2020,"104,572",4/4/2020,"166,593","2,666,358",6.25,
Colorado,4/18/2020,"67,639",4/11/2020,"171,434","2,666,358",6.43,
Colorado,4/25/2020,"38,662",4/18/2020,"228,713","2,666,358",8.58,
Colorado,5/2/2020,"28,360",4/25/2020,"228,683","2,666,358",8.58,
Colorado,5/9/2020,"22,732",5/2/2020,"261,951","2,666,358",9.82,
Colorado,5/16/2020,"18,054",5/9/2020,"246,507","2,666,358",9.25,
Colorado,5/23/2020,"15,719",5/16/2020,"265,499","2,666,358",9.96,
Colorado,5/30/2020,"12,519",5/23/2020,"244,600","2,666,358",9.17,
Colorado,6/6/2020,"13,098",5/30/2020,"263,810","2,666,358",9.89,
Colorado,6/13/2020,"10,382",6/6/2020,"242,785","2,666,358",9.11,
Colorado,6/20/2020,"10,013",6/13/2020,"259,341","2,666,358",9.73,
Colorado,6/27/2020,"8,646",6/20/2020,"237,236","2,666,358",8.9,
Colorado,7/4/2020,"7,928",6/27/2020,"246,108","2,666,358",9.23,
Colorado,7/11/2020,"10,554",7/4/2020,"228,224","2,681,376",8.51,
Colorado,7/18/2020,"8,531",7/11/2020,"239,098","2,681,376",8.92,
Colorado,7/25/2020,"8,037",7/18/2020,"224,204","2,681,376",8.36,
Colorado,8/1/2020,"7,167",7/25/2020,"224,130","2,681,376",8.36,
Colorado,8/8/2020,"6,231",8/1/2020,"198,702","2,681,376",7.41,
Colorado,8/15/2020,"6,971",8/8/2020,"197,296","2,681,376",7.36,
Colorado,8/22/2020,"6,483",8/15/2020,"180,390","2,681,376",6.73,
Colorado,8/29/2020,"5,863",8/22/2020,"177,822","2,681,376",6.63,
Colorado,9/5/2020,"6,031",8/29/2020,"162,261","2,681,376",6.05,
Colorado,9/12/2020,"5,171",9/5/2020,"157,091","2,681,376",5.86,
Colorado,9/19/2020,"5,115",9/12/2020,"151,250","2,681,376",5.64,
Colorado,9/26/2020,"4,862",9/19/2020,"143,856","2,681,376",5.37,
Colorado,10/3/2020,"5,919",9/26/2020,"127,012","2,681,376",4.74,
Colorado,10/10/2020,"6,406",10/3/2020,"124,333","2,692,685",4.62,
Colorado,10/17/2020,"5,759",10/10/2020,"111,822","2,692,685",4.15,
Colorado,10/24/2020,"6,071",10/17/2020,"105,759","2,692,685",3.93,
Colorado,10/31/2020,"7,138",10/24/2020,"96,782","2,692,685",3.59,
Colorado,11/7/2020,"7,516",10/31/2020,"92,367","2,692,685",3.43,
Colorado,11/14/2020,"9,205",11/7/2020,"86,785","2,692,685",3.22,
Colorado,11/21/2020,"15,266",11/14/2020,"86,082","2,692,685",3.2,
Colorado,11/28/2020,"17,171",11/21/2020,"79,697","2,692,685",2.96,
Colorado,12/5/2020,"19,087",11/28/2020,"91,648","2,692,685",3.4,
Colorado,12/12/2020,"19,897",12/5/2020,"97,572","2,692,685",3.62,
Colorado,12/19/2020,"18,165",12/12/2020,"98,885","2,692,685",3.67,
Colorado,12/26/2020,"16,702",12/19/2020,"103,251","2,692,685",3.83,
Colorado,1/2/2021,"25,234",12/26/2020,"110,035","2,692,685",4.09,
Colorado,1/9/2021,"14,238",1/2/2021,"147,288","2,624,788",5.61,
Colorado,1/16/2021,"5,794",1/9/2021,"89,537","2,624,788",3.41,
Colorado,1/23/2021,"4,475",1/16/2021,"56,543","2,624,788",2.15,
Colorado,1/30/2021,"5,098",1/23/2021,"48,749","2,624,788",1.86,
Colorado,2/6/2021,"6,247",1/30/2021,"50,366","2,624,788",1.92,
Colorado,2/13/2021,"4,950",2/6/2021,"47,827","2,624,788",1.82,
Colorado,2/20/2021,"5,711",2/13/2021,"47,863","2,624,788",1.82,
Colorado,2/27/2021,"5,694",2/20/2021,"47,285","2,624,788",1.8,
Colorado,3/6/2021,"4,447",2/27/2021,"49,419","2,624,788",1.88,
Colorado,3/13/2021,"6,263",3/6/2021,"48,006","2,624,788",1.83,
Colorado,3/20/2021,"4,636",3/13/2021,"46,601","2,624,788",1.78,
Colorado,3/27/2021,"5,210",3/20/2021,"47,573","2,624,788",1.81,
Colorado,4/3/2021,"4,584",3/27/2021,"50,973","2,624,788",1.94,
Colorado,4/10/2021,"6,737",4/3/2021,"46,853","2,581,209",1.82,
Colorado,4/17/2021,"5,302",4/10/2021,"44,047","2,581,209",1.71,
Colorado,4/24/2021,"5,019",4/17/2021,"43,351","2,581,209",1.68,
Colorado,5/1/2021,"3,984",4/24/2021,"42,812","2,581,209",1.66,
Colorado,5/8/2021,"4,174",5/1/2021,"41,712","2,581,209",1.62,
Colorado,5/15/2021,"4,144",5/8/2021,"41,377","2,581,209",1.6,
Colorado,5/22/2021,"4,132",5/15/2021,"40,925","2,581,209",1.59,
Colorado,5/29/2021,"3,926",5/22/2021,"40,286","2,581,209",1.56,
Colorado,6/5/2021,"3,815",5/29/2021,"38,991","2,581,209",1.51,
Colorado,6/12/2021,"3,817",6/5/2021,"38,518","2,581,209",1.49,
Colorado,6/19/2021,"3,512",6/12/2021,"39,925","2,581,209",1.55,
Colorado,6/26/2021,"3,765",6/19/2021,"39,271","2,581,209",1.52,
Colorado,7/3/2021,"4,554",6/26/2021,"39,269","2,581,209",1.52,
Colorado,7/10/2021,"5,033",7/3/2021,"36,345","2,545,720",1.43,
Colorado,7/17/2021,"4,456",7/10/2021,"36,692","2,545,720",1.44,
Colorado,7/24/2021,"3,322",7/17/2021,"36,449","2,545,720",1.43,
Colorado,7/31/2021,"3,785",7/24/2021,"35,293","2,545,720",1.39,
Colorado,8/7/2021,"3,875",7/31/2021,"34,449","2,545,720",1.35,
Colorado,8/14/2021,"3,259",8/7/2021,"33,246","2,545,720",1.31,
Colorado,8/21/2021,"3,368",8/14/2021,"32,553","2,545,720",1.28,
Colorado,8/28/2021,"3,233",8/21/2021,"30,152","2,545,720",1.18,
Colorado,9/4/2021,"2,717",8/28/2021,"29,908","2,545,720",1.17,
Colorado,9/11/2021,"1,813",9/4/2021,"26,346","2,545,720",1.03,
Colorado,9/18/2021,"2,728",9/11/2021,"31,773","2,545,720",1.25,
Colorado,9/25/2021,"1,967",9/18/2021,"31,177","2,545,720",1.22,
Colorado,10/2/2021,"2,016",9/25/2021,"28,661","2,545,720",1.13,
Colorado,10/9/2021,"2,423",10/2/2021,"25,813","2,516,921",1.03,
Colorado,10/16/2021,"2,179",10/9/2021,"24,901","2,516,921",0.99,
Colorado,10/23/2021,"2,032",10/16/2021,"22,956","2,516,921",0.91,
Colorado,10/30/2021,"1,955",10/23/2021,"22,971","2,516,921",0.91,
Colorado,11/6/2021,"2,056",10/30/2021,"22,365","2,516,921",0.89,
Connecticut,1/4/2020,"7,852",12/28/2019,"46,562","1,655,540",2.81,
Connecticut,1/11/2020,"5,986",1/4/2020,"47,540","1,654,391",2.87,
Connecticut,1/18/2020,"3,776",1/11/2020,"42,483","1,654,391",2.57,
Connecticut,1/25/2020,"2,949",1/18/2020,"41,760","1,654,391",2.52,
Connecticut,2/1/2020,"2,994",1/25/2020,"41,725","1,654,391",2.52,
Connecticut,2/8/2020,"2,944",2/1/2020,"41,633","1,654,391",2.52,
Connecticut,2/15/2020,"2,520",2/8/2020,"39,384","1,654,391",2.38,
Connecticut,2/22/2020,"2,435",2/15/2020,"41,691","1,654,391",2.52,
Connecticut,2/29/2020,"2,843",2/22/2020,"42,168","1,654,391",2.55,
Connecticut,3/7/2020,"2,527",2/29/2020,"40,638","1,654,391",2.46,
Connecticut,3/14/2020,"3,440",3/7/2020,"39,786","1,654,391",2.4,
Connecticut,3/21/2020,"25,100",3/14/2020,"44,194","1,654,391",2.67,
Connecticut,3/28/2020,"33,227",3/21/2020,"80,861","1,654,391",4.89,
Connecticut,4/4/2020,"33,464",3/28/2020,"147,939","1,654,391",8.94,
Connecticut,4/11/2020,"34,050",4/4/2020,"189,196","1,653,302",11.44,
Connecticut,4/18/2020,"102,808",4/11/2020,"306,047","1,653,302",18.51,
Connecticut,4/25/2020,"33,041",4/18/2020,"309,111","1,653,302",18.7,
Connecticut,5/2/2020,"36,138",4/25/2020,"297,549","1,653,302",18,
Connecticut,5/9/2020,"30,046",5/2/2020,"319,529","1,653,302",19.33,
Connecticut,5/16/2020,"25,960",5/9/2020,"297,088","1,653,302",17.97,
Connecticut,5/23/2020,"16,603",5/16/2020,"272,695","1,653,302",16.49,
Connecticut,5/30/2020,"14,208",5/23/2020,"248,663","1,653,302",15.04,
Connecticut,6/6/2020,"15,366",5/30/2020,"269,117","1,653,302",16.28,
Connecticut,6/13/2020,"11,852",6/6/2020,"260,518","1,653,302",15.76,
Connecticut,6/20/2020,"10,411",6/13/2020,"250,774","1,653,302",15.17,
Connecticut,6/27/2020,"10,133",6/20/2020,"247,195","1,653,302",14.95,
Connecticut,7/4/2020,"12,267",6/27/2020,"251,926","1,653,302",15.24,
Connecticut,7/11/2020,"9,955",7/4/2020,"254,461","1,652,033",15.4,
Connecticut,7/18/2020,"11,667",7/11/2020,"249,732","1,652,033",15.12,
Connecticut,7/25/2020,"11,181",7/18/2020,"251,760","1,652,033",15.24,
Connecticut,8/1/2020,"10,537",7/25/2020,"252,297","1,652,033",15.27,
Connecticut,8/8/2020,"7,431",8/1/2020,"231,207","1,652,033",14,
Connecticut,8/15/2020,"9,432",8/8/2020,"224,521","1,652,033",13.59,
Connecticut,8/22/2020,"6,269",8/15/2020,"230,642","1,652,033",13.96,
Connecticut,8/29/2020,"5,404",8/22/2020,"242,193","1,652,033",14.66,
Connecticut,9/5/2020,"4,741",8/29/2020,"196,677","1,652,033",11.91,
Connecticut,9/12/2020,"5,175",9/5/2020,"167,339","1,652,033",10.13,
Connecticut,9/19/2020,"5,141",9/12/2020,"175,902","1,652,033",10.65,
Connecticut,9/26/2020,"5,015",9/19/2020,"161,782","1,652,033",9.79,
Connecticut,10/3/2020,"4,617",9/26/2020,"137,325","1,652,033",8.31,
Connecticut,10/10/2020,"4,734",10/3/2020,"121,369","1,651,883",7.35,
Connecticut,10/17/2020,"4,395",10/10/2020,"96,689","1,651,883",5.85,
Connecticut,10/24/2020,"6,016",10/17/2020,"101,110","1,651,883",6.12,
Connecticut,10/31/2020,"4,878",10/24/2020,"96,577","1,651,883",5.85,
Connecticut,11/7/2020,"5,126",10/31/2020,"90,341","1,651,883",5.47,
Connecticut,11/14/2020,"5,584",11/7/2020,"83,277","1,651,883",5.04,
Connecticut,11/21/2020,"6,641",11/14/2020,"78,742","1,651,883",4.77,
Connecticut,11/28/2020,"5,949",11/21/2020,"74,606","1,651,883",4.52,
Connecticut,12/5/2020,"7,796",11/28/2020,"75,578","1,651,883",4.58,
Connecticut,12/12/2020,"8,383",12/5/2020,"74,718","1,651,883",4.52,
Connecticut,12/19/2020,"7,588",12/12/2020,"73,906","1,651,883",4.47,
Connecticut,12/26/2020,"8,748",12/19/2020,"73,730","1,651,883",4.46,
Connecticut,1/2/2021,"9,310",12/26/2020,"78,573","1,651,883",4.76,
Connecticut,1/9/2021,"10,286",1/2/2021,"84,875","1,589,505",5.34,
Connecticut,1/16/2021,"10,563",1/9/2021,"85,625","1,589,505",5.39,
Connecticut,1/23/2021,"10,525",1/16/2021,"85,480","1,589,505",5.38,
Connecticut,1/30/2021,"10,044",1/23/2021,"86,359","1,589,505",5.43,
Connecticut,2/6/2021,"7,243",1/30/2021,"84,529","1,589,505",5.32,
Connecticut,2/13/2021,"6,167",2/6/2021,"83,429","1,589,505",5.25,
Connecticut,2/20/2021,"6,752",2/13/2021,"77,719","1,589,505",4.89,
Connecticut,2/27/2021,"5,780",2/20/2021,"85,369","1,589,505",5.37,
Connecticut,3/6/2021,"4,927",2/27/2021,"79,639","1,589,505",5.01,
Connecticut,3/13/2021,"4,638",3/6/2021,"76,829","1,589,505",4.83,
Connecticut,3/20/2021,"4,572",3/13/2021,"73,919","1,589,505",4.65,
Connecticut,3/27/2021,"5,311",3/20/2021,"77,640","1,589,505",4.88,
Connecticut,4/3/2021,"5,635",3/27/2021,"80,098","1,589,505",5.04,
Connecticut,4/10/2021,"6,029",4/3/2021,"80,048","1,553,577",5.15,
Connecticut,4/17/2021,"7,223",4/10/2021,"82,460","1,553,577",5.31,
Connecticut,4/24/2021,"5,902",4/17/2021,"81,472","1,553,577",5.24,
Connecticut,5/1/2021,"4,918",4/24/2021,"76,013","1,553,577",4.89,
Connecticut,5/8/2021,"4,947",5/1/2021,"72,142","1,553,577",4.64,
Connecticut,5/15/2021,"4,675",5/8/2021,"69,894","1,553,577",4.5,
Connecticut,5/22/2021,"4,747",5/15/2021,"67,009","1,553,577",4.31,
Connecticut,5/29/2021,"4,346",5/22/2021,"64,790","1,553,577",4.17,
Connecticut,6/5/2021,"3,692",5/29/2021,"55,501","1,553,577",3.57,
Connecticut,6/12/2021,"4,044",6/5/2021,"60,687","1,553,577",3.91,
Connecticut,6/19/2021,"5,037",6/12/2021,"59,026","1,553,577",3.8,
Connecticut,6/26/2021,"6,553",6/19/2021,"59,763","1,553,577",3.85,
Connecticut,7/3/2021,"4,990",6/26/2021,"61,372","1,553,577",3.95,
Connecticut,7/10/2021,"4,408",7/3/2021,"53,063","1,526,451",3.48,
Connecticut,7/17/2021,"3,717",7/10/2021,"52,611","1,526,451",3.45,
Connecticut,7/24/2021,"3,294",7/17/2021,"49,823","1,526,451",3.26,
Connecticut,7/31/2021,"3,394",7/24/2021,"48,325","1,526,451",3.17,
Connecticut,8/7/2021,"3,541",7/31/2021,"46,765","1,526,451",3.06,
Connecticut,8/14/2021,"3,695",8/7/2021,"47,177","1,526,451",3.09,
Connecticut,8/21/2021,"3,329",8/14/2021,"46,118","1,526,451",3.02,
Connecticut,8/28/2021,"3,069",8/21/2021,"44,843","1,526,451",2.94,
Connecticut,9/4/2021,"3,054",8/28/2021,"42,556","1,526,451",2.79,
Connecticut,9/11/2021,"2,592",9/4/2021,"32,874","1,526,451",2.15,
Connecticut,9/18/2021,"2,459",9/11/2021,"34,877","1,526,451",2.28,
Connecticut,9/25/2021,"2,303",9/18/2021,"32,076","1,526,451",2.1,
Connecticut,10/2/2021,"2,327",9/25/2021,"29,564","1,526,451",1.94,
Connecticut,10/9/2021,"2,452",10/2/2021,"27,642","1,500,679",1.84,
Connecticut,10/16/2021,"2,253",10/9/2021,"23,327","1,500,679",1.55,
Connecticut,10/23/2021,"2,354",10/16/2021,"25,081","1,500,679",1.67,
Connecticut,10/30/2021,"2,429",10/23/2021,"23,410","1,500,679",1.56,
Connecticut,11/6/2021,"2,642",10/30/2021,"23,788","1,500,679",1.59,
Delaware,1/4/2020,875,12/28/2019,"6,881","441,663",1.56,
Delaware,1/11/2020,"1,107",1/4/2020,"7,083","443,288",1.6,
Delaware,1/18/2020,830,1/11/2020,"5,967","443,288",1.35,
Delaware,1/25/2020,674,1/18/2020,"5,703","443,288",1.29,
Delaware,2/1/2020,622,1/25/2020,"6,830","443,288",1.54,
Delaware,2/8/2020,608,2/1/2020,"5,888","443,288",1.33,
Delaware,2/15/2020,610,2/8/2020,"5,917","443,288",1.33,
